tract_geoid,tract_name,county_geoid,county_name,county_full_name,health_ins_total,health_ins_pct,acs_health_score
37067003703,"Census Tract 37.03, Forsyth County, North Carolina",37067,Forsyth,Forsyth County,658,0.08,-0.5258326597717404
37067003803,"Census Tract 38.03, Forsyth County, North Carolina",37067,Forsyth,Forsyth County,432,0.08,-0.5258326597717404
37067003903,"Census Tract 39.03, Forsyth County, North Carolina",37067,Forsyth,Forsyth County,571,0.13,0.29930509272966827
37067003906,"Census Tract 39.06, Forsyth County, North Carolina",37067,Forsyth,Forsyth County,173,0.05,-1.0209153112725855
37067003909,"Census Tract 39.09, Forsyth County, North Carolina",37067,Forsyth,Forsyth County,123,0.03,-1.350970412273149
37067002604,"Census Tract 26.04, Forsyth County, North Carolina",37067,Forsyth,Forsyth County,373,0.06,-0.8558877607723039
37067002702,"Census Tract 27.02, Forsyth County, North Carolina",37067,Forsyth,Forsyth County,1067,0.18,1.1244428452310766
37119003802,"Census Tract 38.02, Mecklenburg County, North Carolina",37119,Mecklenburg,Mecklenburg County,547,0.14,0.4643326432299501
37119003806,"Census Tract 38.06, Mecklenburg County, North Carolina",37119,Mecklenburg,Mecklenburg County,1352,0.14,0.4643326432299501
37119004100,"Census Tract 41, Mecklenburg County, North Carolina",37119,Mecklenburg,Mecklenburg County,621,0.16,0.7943877442305134
37119004302,"Census Tract 43.02, Mecklenburg County, North Carolina",37119,Mecklenburg,Mecklenburg County,968,0.19,1.2894703957313585
37119004304,"Census Tract 43.04, Mecklenburg County, North Carolina",37119,Mecklenburg,Mecklenburg County,632,0.14,0.4643326432299501
37089930200,"Census Tract 9302, Henderson County, North Carolina",37089,Henderson,Henderson County,1070,0.15,0.6293601937302316
37089931700,"Census Tract 9317, Henderson County, North Carolina",37089,Henderson,Henderson County,200,0.06,-0.8558877607723039
37089931802,"Census Tract 9318.02, Henderson County, North Carolina",37089,Henderson,Henderson County,443,0.1,-0.1957775587711769
37069060100,"Census Tract 601, Franklin County, North Carolina",37069,Franklin,Franklin County,667,0.14,0.4643326432299501
37063000500,"Census Tract 5, Durham County, North Carolina",37063,Durham,Durham County,743,0.17,0.9594152947307952
37063000700,"Census Tract 7, Durham County, North Carolina",37063,Durham,Durham County,208,0.06,-0.8558877607723039
37063000900,"Census Tract 9, Durham County, North Carolina",37063,Durham,Durham County,467,0.26,2.4446632492333307
37063001808,"Census Tract 18.08, Durham County, North Carolina",37063,Durham,Durham County,567,0.06,-0.8558877607723039
37063001900,"Census Tract 19, Durham County, North Carolina",37063,Durham,Durham County,226,0.05,-1.0209153112725855
37063002008,"Census Tract 20.08, Durham County, North Carolina",37063,Durham,Durham County,56,0.02,-1.5159979627734306
37081014502,"Census Tract 145.02, Guilford County, North Carolina",37081,Guilford,Guilford County,888,0.17,0.9594152947307952
37081014503,"Census Tract 145.03, Guilford County, North Carolina",37081,Guilford,Guilford County,607,0.17,0.9594152947307952
37119002004,"Census Tract 20.04, Mecklenburg County, North Carolina",37119,Mecklenburg,Mecklenburg County,507,0.09,-0.36080510927145876
37119002300,"Census Tract 23, Mecklenburg County, North Carolina",37119,Mecklenburg,Mecklenburg County,291,0.09,-0.36080510927145876
37119002500,"Census Tract 25, Mecklenburg County, North Carolina",37119,Mecklenburg,Mecklenburg County,100,0.06,-0.8558877607723039
37119002903,"Census Tract 29.03, Mecklenburg County, North Carolina",37119,Mecklenburg,Mecklenburg County,23,0.01,-1.6810255132737124
37067003402,"Census Tract 34.02, Forsyth County, North Carolina",37067,Forsyth,Forsyth County,303,0.12,0.1342775422293864
37067003404,"Census Tract 34.04, Forsyth County, North Carolina",37067,Forsyth,Forsyth County,878,0.21,1.6195254967319217
37081015200,"Census Tract 152, Guilford County, North Carolina",37081,Guilford,Guilford County,782,0.09,-0.36080510927145876
37081015704,"Census Tract 157.04, Guilford County, North Carolina",37081,Guilford,Guilford County,701,0.11,-0.03075000827089525
37101041103,"Census Tract 411.03, Johnston County, North Carolina",37101,Johnston,Johnston County,1062,0.07,-0.690860210272022
37069060301,"Census Tract 603.01, Franklin County, North Carolina",37069,Franklin,Franklin County,344,0.06,-0.8558877607723039
37067003701,"Census Tract 37.01, Forsyth County, North Carolina",37067,Forsyth,Forsyth County,621,0.13,0.29930509272966827
37063002017,"Census Tract 20.17, Durham County, North Carolina",37063,Durham,Durham County,238,0.03,-1.350970412273149
37063002020,"Census Tract 20.20, Durham County, North Carolina",37063,Durham,Durham County,267,0.04,-1.1859428617728671
37063002027,"Census Tract 20.27, Durham County, North Carolina",37063,Durham,Durham County,1001,0.1,-0.1957775587711769
37063002028,"Census Tract 20.28, Durham County, North Carolina",37063,Durham,Durham County,589,0.06,-0.8558877607723039
37119005835,"Census Tract 58.35, Mecklenburg County, North Carolina",37119,Mecklenburg,Mecklenburg County,224,0.08,-0.5258326597717404
37119005837,"Census Tract 58.37, Mecklenburg County, North Carolina",37119,Mecklenburg,Mecklenburg County,397,0.05,-1.0209153112725855
37119005842,"Census Tract 58.42, Mecklenburg County, North Carolina",37119,Mecklenburg,Mecklenburg County,227,0.03,-1.350970412273149
37119005844,"Census Tract 58.44, Mecklenburg County, North Carolina",37119,Mecklenburg,Mecklenburg County,308,0.03,-1.350970412273149
37119003007,"Census Tract 30.07, Mecklenburg County, North Carolina",37119,Mecklenburg,Mecklenburg County,198,0.03,-1.350970412273149
37119003012,"Census Tract 30.12, Mecklenburg County, North Carolina",37119,Mecklenburg,Mecklenburg County,594,0.13,0.29930509272966827
37119003016,"Census Tract 30.16, Mecklenburg County, North Carolina",37119,Mecklenburg,Mecklenburg County,295,0.06,-0.8558877607723039
37119003103,"Census Tract 31.03, Mecklenburg County, North Carolina",37119,Mecklenburg,Mecklenburg County,381,0.08,-0.5258326597717404
37119003105,"Census Tract 31.05, Mecklenburg County, North Carolina",37119,Mecklenburg,Mecklenburg County,165,0.04,-1.1859428617728671
37119003201,"Census Tract 32.01, Mecklenburg County, North Carolina",37119,Mecklenburg,Mecklenburg County,471,0.18,1.1244428452310766
37119003500,"Census Tract 35, Mecklenburg County, North Carolina",37119,Mecklenburg,Mecklenburg County,8,0,-1.846053063773994
37121950400,"Census Tract 9504, Mitchell County, North Carolina",37121,Mitchell,Mitchell County,373,0.09,-0.36080510927145876
37119001509,"Census Tract 15.09, Mecklenburg County, North Carolina",37119,Mecklenburg,Mecklenburg County,644,0.18,1.1244428452310766
37119001510,"Census Tract 15.10, Mecklenburg County, North Carolina",37119,Mecklenburg,Mecklenburg County,356,0.11,-0.03075000827089525
37119001608,"Census Tract 16.08, Mecklenburg County, North Carolina",37119,Mecklenburg,Mecklenburg County,1112,0.27,2.6096907997336123
37119001701,"Census Tract 17.01, Mecklenburg County, North Carolina",37119,Mecklenburg,Mecklenburg County,932,0.21,1.6195254967319217
37119001801,"Census Tract 18.01, Mecklenburg County, North Carolina",37119,Mecklenburg,Mecklenburg County,268,0.2,1.4544979462316403
37119002904,"Census Tract 29.04, Mecklenburg County, North Carolina",37119,Mecklenburg,Mecklenburg County,150,0.02,-1.5159979627734306
37119002906,"Census Tract 29.06, Mecklenburg County, North Carolina",37119,Mecklenburg,Mecklenburg County,103,0.02,-1.5159979627734306
37071030502,"Census Tract 305.02, Gaston County, North Carolina",37071,Gaston,Gaston County,418,0.12,0.1342775422293864
37101041201,"Census Tract 412.01, Johnston County, North Carolina",37101,Johnston,Johnston County,516,0.13,0.29930509272966827
37119005401,"Census Tract 54.01, Mecklenburg County, North Carolina",37119,Mecklenburg,Mecklenburg County,1094,0.16,0.7943877442305134
37119005509,"Census Tract 55.09, Mecklenburg County, North Carolina",37119,Mecklenburg,Mecklenburg County,142,0.02,-1.5159979627734306
37119005510,"Census Tract 55.10, Mecklenburg County, North Carolina",37119,Mecklenburg,Mecklenburg County,1089,0.2,1.4544979462316403
37119005512,"Census Tract 55.12, Mecklenburg County, North Carolina",37119,Mecklenburg,Mecklenburg County,600,0.12,0.1342775422293864
37087921301,"Census Tract 9213.01, Haywood County, North Carolina",37087,Haywood,Haywood County,561,0.11,-0.03075000827089525
37071032703,"Census Tract 327.03, Gaston County, North Carolina",37071,Gaston,Gaston County,166,0.08,-0.5258326597717404
37089930800,"Census Tract 9308, Henderson County, North Carolina",37089,Henderson,Henderson County,624,0.12,0.1342775422293864
37089931100,"Census Tract 9311, Henderson County, North Carolina",37089,Henderson,Henderson County,200,0.11,-0.03075000827089525
37071032800,"Census Tract 328, Gaston County, North Carolina",37071,Gaston,Gaston County,477,0.08,-0.5258326597717404
37071033204,"Census Tract 332.04, Gaston County, North Carolina",37071,Gaston,Gaston County,688,0.18,1.1244428452310766
37071033305,"Census Tract 333.05, Gaston County, North Carolina",37071,Gaston,Gaston County,603,0.14,0.4643326432299501
37089931400,"Census Tract 9314, Henderson County, North Carolina",37089,Henderson,Henderson County,1820,0.33,3.599856102735303
37089931600,"Census Tract 9316, Henderson County, North Carolina",37089,Henderson,Henderson County,326,0.07,-0.690860210272022
37135010802,"Census Tract 108.02, Orange County, North Carolina",37135,Orange,Orange County,231,0.05,-1.0209153112725855
37119005521,"Census Tract 55.21, Mecklenburg County, North Carolina",37119,Mecklenburg,Mecklenburg County,711,0.1,-0.1957775587711769
37111970300,"Census Tract 9703, McDowell County, North Carolina",37111,McDowell,McDowell County,513,0.17,0.9594152947307952
37187950200,"Census Tract 9502, Washington County, North Carolina",37187,Washington,Washington County,695,0.12,0.1342775422293864
37191000602,"Census Tract 6.02, Wayne County, North Carolina",37191,Wayne,Wayne County,1934,0.22,1.7845530472322035
37119005605,"Census Tract 56.05, Mecklenburg County, North Carolina",37119,Mecklenburg,Mecklenburg County,858,0.14,0.4643326432299501
37125950501,"Census Tract 9505.01, Moore County, North Carolina",37125,Moore,Moore County,701,0.11,-0.03075000827089525
37127010300,"Census Tract 103, Nash County, North Carolina",37127,Nash,Nash County,267,0.05,-1.0209153112725855
37127011102,"Census Tract 111.02, Nash County, North Carolina",37127,Nash,Nash County,466,0.07,-0.690860210272022
37137950101,"Census Tract 9501.01, Pamlico County, North Carolina",37137,Pamlico,Pamlico County,384,0.13,0.29930509272966827
37139960503,"Census Tract 9605.03, Pasquotank County, North Carolina",37139,Pasquotank,Pasquotank County,254,0.09,-0.36080510927145876
37141920402,"Census Tract 9204.02, Pender County, North Carolina",37141,Pender,Pender County,270,0.11,-0.03075000827089525
37119004400,"Census Tract 44, Mecklenburg County, North Carolina",37119,Mecklenburg,Mecklenburg County,1010,0.25,2.2796356987330486
37129012105,"Census Tract 121.05, New Hanover County, North Carolina",37129,New Hanover,New Hanover County,1457,0.13,0.29930509272966827
37119005307,"Census Tract 53.07, Mecklenburg County, North Carolina",37119,Mecklenburg,Mecklenburg County,890,0.26,2.4446632492333307
37183053004,"Census Tract 530.04, Wake County, North Carolina",37183,Wake,Wake County,115,0.04,-1.1859428617728671
37183053109,"Census Tract 531.09, Wake County, North Carolina",37183,Wake,Wake County,668,0.08,-0.5258326597717404
37183053409,"Census Tract 534.09, Wake County, North Carolina",37183,Wake,Wake County,193,0.03,-1.350970412273149
37183053516,"Census Tract 535.16, Wake County, North Carolina",37183,Wake,Wake County,829,0.22,1.7845530472322035
37183053603,"Census Tract 536.03, Wake County, North Carolina",37183,Wake,Wake County,56,0.01,-1.6810255132737124
37183053723,"Census Tract 537.23, Wake County, North Carolina",37183,Wake,Wake County,427,0.12,0.1342775422293864
37197050400,"Census Tract 504, Yadkin County, North Carolina",37197,Yadkin,Yadkin County,973,0.16,0.7943877442305134
37119005613,"Census Tract 56.13, Mecklenburg County, North Carolina",37119,Mecklenburg,Mecklenburg County,307,0.11,-0.03075000827089525
37083931000,"Census Tract 9310, Halifax County, North Carolina",37083,Halifax,Halifax County,223,0.1,-0.1957775587711769
37129011608,"Census Tract 116.08, New Hanover County, North Carolina",37129,New Hanover,New Hanover County,522,0.09,-0.36080510927145876
37129012001,"Census Tract 120.01, New Hanover County, North Carolina",37129,New Hanover,New Hanover County,600,0.08,-0.5258326597717404
37171931003,"Census Tract 9310.03, Surry County, North Carolina",37171,Surry,Surry County,760,0.24,2.114608148232767
37179020306,"Census Tract 203.06, Union County, North Carolina",37179,Union,Union County,853,0.12,0.1342775422293864
37085070401,"Census Tract 704.01, Harnett County, North Carolina",37085,Harnett,Harnett County,651,0.16,0.7943877442305134
37119005620,"Census Tract 56.20, Mecklenburg County, North Carolina",37119,Mecklenburg,Mecklenburg County,1004,0.1,-0.1957775587711769
37119005811,"Census Tract 58.11, Mecklenburg County, North Carolina",37119,Mecklenburg,Mecklenburg County,434,0.1,-0.1957775587711769
37119005828,"Census Tract 58.28, Mecklenburg County, North Carolina",37119,Mecklenburg,Mecklenburg County,250,0.07,-0.690860210272022
37119005910,"Census Tract 59.10, Mecklenburg County, North Carolina",37119,Mecklenburg,Mecklenburg County,521,0.09,-0.36080510927145876
37119006008,"Census Tract 60.08, Mecklenburg County, North Carolina",37119,Mecklenburg,Mecklenburg County,295,0.07,-0.690860210272022
37119006209,"Census Tract 62.09, Mecklenburg County, North Carolina",37119,Mecklenburg,Mecklenburg County,484,0.1,-0.1957775587711769
37085070801,"Census Tract 708.01, Harnett County, North Carolina",37085,Harnett,Harnett County,291,0.12,0.1342775422293864
37183053900,"Census Tract 539, Wake County, North Carolina",37183,Wake,Wake County,996,0.11,-0.03075000827089525
37183054014,"Census Tract 540.14, Wake County, North Carolina",37183,Wake,Wake County,1754,0.12,0.1342775422293864
37161960100,"Census Tract 9601, Rutherford County, North Carolina",37161,Rutherford,Rutherford County,769,0.11,-0.03075000827089525
37167930500,"Census Tract 9305, Stanly County, North Carolina",37167,Stanly,Stanly County,433,0.13,0.29930509272966827
37183054104,"Census Tract 541.04, Wake County, North Carolina",37183,Wake,Wake County,1963,0.17,0.9594152947307952
37109070800,"Census Tract 708, Lincoln County, North Carolina",37109,Lincoln,Lincoln County,1245,0.18,1.1244428452310766
37169070501,"Census Tract 705.01, Stokes County, North Carolina",37169,Stokes,Stokes County,872,0.14,0.4643326432299501
37171930302,"Census Tract 9303.02, Surry County, North Carolina",37171,Surry,Surry County,602,0.17,0.9594152947307952
37183054205,"Census Tract 542.05, Wake County, North Carolina",37183,Wake,Wake County,355,0.07,-0.690860210272022
37183054403,"Census Tract 544.03, Wake County, North Carolina",37183,Wake,Wake County,789,0.21,1.6195254967319217
37189920900,"Census Tract 9209, Watauga County, North Carolina",37189,Watauga,Watauga County,642,0.14,0.4643326432299501
37129012300,"Census Tract 123, New Hanover County, North Carolina",37129,New Hanover,New Hanover County,274,0.03,-1.350970412273149
37131920401,"Census Tract 9204.01, Northampton County, North Carolina",37131,Northampton,Northampton County,656,0.15,0.6293601937302316
37183052101,"Census Tract 521.01, Wake County, North Carolina",37183,Wake,Wake County,1811,0.21,1.6195254967319217
37081015100,"Census Tract 151, Guilford County, North Carolina",37081,Guilford,Guilford County,345,0.08,-0.5258326597717404
37183051101,"Census Tract 511.01, Wake County, North Carolina",37183,Wake,Wake County,277,0.05,-1.0209153112725855
37183052801,"Census Tract 528.01, Wake County, North Carolina",37183,Wake,Wake County,434,0.07,-0.690860210272022
37133002300,"Census Tract 23, Onslow County, North Carolina",37133,Onslow,Onslow County,185,0.05,-1.0209153112725855
37183053805,"Census Tract 538.05, Wake County, North Carolina",37183,Wake,Wake County,16,0.01,-1.6810255132737124
37179021010,"Census Tract 210.10, Union County, North Carolina",37179,Union,Union County,115,0.01,-1.6810255132737124
37181960700,"Census Tract 9607, Vance County, North Carolina",37181,Vance,Vance County,358,0.09,-0.36080510927145876
37013930400,"Census Tract 9304, Beaufort County, North Carolina",37013,Beaufort,Beaufort County,166,0.04,-1.1859428617728671
37017950200,"Census Tract 9502, Bladen County, North Carolina",37017,Bladen,Bladen County,721,0.22,1.7845530472322035
37027030400,"Census Tract 304, Caldwell County, North Carolina",37027,Caldwell,Caldwell County,524,0.14,0.4643326432299501
37123960300,"Census Tract 9603, Montgomery County, North Carolina",37123,Montgomery,Montgomery County,307,0.08,-0.5258326597717404
37027031402,"Census Tract 314.02, Caldwell County, North Carolina",37027,Caldwell,Caldwell County,339,0.1,-0.1957775587711769
37179020315,"Census Tract 203.15, Union County, North Carolina",37179,Union,Union County,151,0.03,-1.350970412273149
37179020404,"Census Tract 204.04, Union County, North Carolina",37179,Union,Union County,1939,0.26,2.4446632492333307
37179020602,"Census Tract 206.02, Union County, North Carolina",37179,Union,Union County,1097,0.24,2.114608148232767
37119006405,"Census Tract 64.05, Mecklenburg County, North Carolina",37119,Mecklenburg,Mecklenburg County,327,0.07,-0.690860210272022
37031970604,"Census Tract 9706.04, Carteret County, North Carolina",37031,Carteret,Carteret County,120,0.05,-1.0209153112725855
37031970805,"Census Tract 9708.05, Carteret County, North Carolina",37031,Carteret,Carteret County,148,0.1,-0.1957775587711769
37033930300,"Census Tract 9303, Caswell County, North Carolina",37033,Caswell,Caswell County,436,0.11,-0.03075000827089525
37051003201,"Census Tract 32.01, Cumberland County, North Carolina",37051,Cumberland,Cumberland County,544,0.05,-1.0209153112725855
37051003500,"Census Tract 35, Cumberland County, North Carolina",37051,Cumberland,Cumberland County,641,0.15,0.6293601937302316
37057060101,"Census Tract 601.01, Davidson County, North Carolina",37057,Davidson,Davidson County,508,0.09,-0.36080510927145876
37057061702,"Census Tract 617.02, Davidson County, North Carolina",37057,Davidson,Davidson County,905,0.13,0.29930509272966827
37097060802,"Census Tract 608.02, Iredell County, North Carolina",37097,Iredell,Iredell County,625,0.18,1.1244428452310766
37097061201,"Census Tract 612.01, Iredell County, North Carolina",37097,Iredell,Iredell County,406,0.11,-0.03075000827089525
37099950400,"Census Tract 9504, Jackson County, North Carolina",37099,Jackson,Jackson County,409,0.09,-0.36080510927145876
37101040301,"Census Tract 403.01, Johnston County, North Carolina",37101,Johnston,Johnston County,844,0.18,1.1244428452310766
37101041102,"Census Tract 411.02, Johnston County, North Carolina",37101,Johnston,Johnston County,842,0.06,-0.8558877607723039
37105030702,"Census Tract 307.02, Lee County, North Carolina",37105,Lee,Lee County,682,0.16,0.7943877442305134
37107010500,"Census Tract 105, Lenoir County, North Carolina",37107,Lenoir,Lenoir County,475,0.14,0.4643326432299501
37085071101,"Census Tract 711.01, Harnett County, North Carolina",37085,Harnett,Harnett County,562,0.15,0.6293601937302316
37087921100,"Census Tract 9211, Haywood County, North Carolina",37087,Haywood,Haywood County,71,0.03,-1.350970412273149
37089930701,"Census Tract 9307.01, Henderson County, North Carolina",37089,Henderson,Henderson County,353,0.1,-0.1957775587711769
37081016011,"Census Tract 160.11, Guilford County, North Carolina",37081,Guilford,Guilford County,355,0.06,-0.8558877607723039
37081016405,"Census Tract 164.05, Guilford County, North Carolina",37081,Guilford,Guilford County,139,0.08,-0.5258326597717404
37081016800,"Census Tract 168, Guilford County, North Carolina",37081,Guilford,Guilford County,856,0.11,-0.03075000827089525
37083930502,"Census Tract 9305.02, Halifax County, North Carolina",37083,Halifax,Halifax County,451,0.09,-0.36080510927145876
37089931801,"Census Tract 9318.01, Henderson County, North Carolina",37089,Henderson,Henderson County,199,0.05,-1.0209153112725855
37091950401,"Census Tract 9504.01, Hertford County, North Carolina",37091,Hertford,Hertford County,270,0.08,-0.5258326597717404
37113970301,"Census Tract 9703.01, Macon County, North Carolina",37113,Macon,Macon County,677,0.17,0.9594152947307952
37117970300,"Census Tract 9703, Martin County, North Carolina",37117,Martin,Martin County,411,0.11,-0.03075000827089525
37119002200,"Census Tract 22, Mecklenburg County, North Carolina",37119,Mecklenburg,Mecklenburg County,147,0.03,-1.350970412273149
37119003106,"Census Tract 31.06, Mecklenburg County, North Carolina",37119,Mecklenburg,Mecklenburg County,808,0.19,1.2894703957313585
37107011400,"Census Tract 114, Lenoir County, North Carolina",37107,Lenoir,Lenoir County,302,0.08,-0.5258326597717404
37097061404,"Census Tract 614.04, Iredell County, North Carolina",37097,Iredell,Iredell County,128,0.05,-1.0209153112725855
37081015800,"Census Tract 158, Guilford County, North Carolina",37081,Guilford,Guilford County,127,0.01,-1.6810255132737124
37019020403,"Census Tract 204.03, Brunswick County, North Carolina",37019,Brunswick,Brunswick County,1338,0.26,2.4446632492333307
37071031500,"Census Tract 315, Gaston County, North Carolina",37071,Gaston,Gaston County,492,0.15,0.6293601937302316
37071031800,"Census Tract 318, Gaston County, North Carolina",37071,Gaston,Gaston County,480,0.15,0.6293601937302316
37045950102,"Census Tract 9501.02, Cleveland County, North Carolina",37045,Cleveland,Cleveland County,422,0.15,0.6293601937302316
37071033303,"Census Tract 333.03, Gaston County, North Carolina",37071,Gaston,Gaston County,144,0.04,-1.1859428617728671
37077970101,"Census Tract 9701.01, Granville County, North Carolina",37077,Granville,Granville County,289,0.06,-0.8558877607723039
37081010404,"Census Tract 104.04, Guilford County, North Carolina",37081,Guilford,Guilford County,42,0.02,-1.5159979627734306
37081012511,"Census Tract 125.11, Guilford County, North Carolina",37081,Guilford,Guilford County,11,0,-1.846053063773994
37081012703,"Census Tract 127.03, Guilford County, North Carolina",37081,Guilford,Guilford County,548,0.12,0.1342775422293864
37063001801,"Census Tract 18.01, Durham County, North Carolina",37063,Durham,Durham County,1707,0.21,1.6195254967319217
37067004015,"Census Tract 40.15, Forsyth County, North Carolina",37067,Forsyth,Forsyth County,320,0.07,-0.690860210272022
37069060700,"Census Tract 607, Franklin County, North Carolina",37069,Franklin,Franklin County,803,0.14,0.4643326432299501
37051002501,"Census Tract 25.01, Cumberland County, North Carolina",37051,Cumberland,Cumberland County,508,0.07,-0.690860210272022
37051001700,"Census Tract 17, Cumberland County, North Carolina",37051,Cumberland,Cumberland County,1130,0.13,0.29930509272966827
37047930300,"Census Tract 9303, Columbus County, North Carolina",37047,Columbus,Columbus County,198,0.08,-0.5258326597717404
37047930800,"Census Tract 9308, Columbus County, North Carolina",37047,Columbus,Columbus County,279,0.08,-0.5258326597717404
37049960401,"Census Tract 9604.01, Craven County, North Carolina",37049,Craven,Craven County,345,0.08,-0.5258326597717404
37051000600,"Census Tract 6, Cumberland County, North Carolina",37051,Cumberland,Cumberland County,589,0.11,-0.03075000827089525
37149920103,"Census Tract 9201.03, Polk County, North Carolina",37149,Polk,Polk County,214,0.08,-0.5258326597717404
37151030502,"Census Tract 305.02, Randolph County, North Carolina",37151,Randolph,Randolph County,507,0.12,0.1342775422293864
37063002007,"Census Tract 20.07, Durham County, North Carolina",37063,Durham,Durham County,366,0.07,-0.690860210272022
37071030302,"Census Tract 303.02, Gaston County, North Carolina",37071,Gaston,Gaston County,224,0.08,-0.5258326597717404
37035011501,"Census Tract 115.01, Catawba County, North Carolina",37035,Catawba,Catawba County,261,0.06,-0.8558877607723039
37037020106,"Census Tract 201.06, Chatham County, North Carolina",37037,Chatham,Chatham County,582,0.13,0.29930509272966827
37039930100,"Census Tract 9301, Cherokee County, North Carolina",37039,Cherokee,Cherokee County,557,0.14,0.4643326432299501
37021002604,"Census Tract 26.04, Buncombe County, North Carolina",37021,Buncombe,Buncombe County,846,0.15,0.6293601937302316
37021003103,"Census Tract 31.03, Buncombe County, North Carolina",37021,Buncombe,Buncombe County,174,0.09,-0.36080510927145876
37071032301,"Census Tract 323.01, Gaston County, North Carolina",37071,Gaston,Gaston County,192,0.08,-0.5258326597717404
37157040102,"Census Tract 401.02, Rockingham County, North Carolina",37157,Rockingham,Rockingham County,258,0.09,-0.36080510927145876
37063002024,"Census Tract 20.24, Durham County, North Carolina",37063,Durham,Durham County,167,0.03,-1.350970412273149
37067001601,"Census Tract 16.01, Forsyth County, North Carolina",37067,Forsyth,Forsyth County,393,0.13,0.29930509272966827
37067002809,"Census Tract 28.09, Forsyth County, North Carolina",37067,Forsyth,Forsyth County,170,0.07,-0.690860210272022
37067003201,"Census Tract 32.01, Forsyth County, North Carolina",37067,Forsyth,Forsyth County,552,0.11,-0.03075000827089525
37067003905,"Census Tract 39.05, Forsyth County, North Carolina",37067,Forsyth,Forsyth County,232,0.07,-0.690860210272022
37157041100,"Census Tract 411, Rockingham County, North Carolina",37157,Rockingham,Rockingham County,417,0.06,-0.8558877607723039
37159051302,"Census Tract 513.02, Rowan County, North Carolina",37159,Rowan,Rowan County,649,0.14,0.4643326432299501
37059080200,"Census Tract 802, Davie County, North Carolina",37059,Davie,Davie County,421,0.08,-0.5258326597717404
37061090701,"Census Tract 907.01, Duplin County, North Carolina",37061,Duplin,Duplin County,568,0.14,0.4643326432299501
37023021301,"Census Tract 213.01, Burke County, North Carolina",37023,Burke,Burke County,560,0.12,0.1342775422293864
37025041000,"Census Tract 410, Cabarrus County, North Carolina",37025,Cabarrus,Cabarrus County,942,0.16,0.7943877442305134
37063001601,"Census Tract 16.01, Durham County, North Carolina",37063,Durham,Durham County,329,0.05,-1.0209153112725855
37071032507,"Census Tract 325.07, Gaston County, North Carolina",37071,Gaston,Gaston County,174,0.05,-1.0209153112725855
37001020601,"Census Tract 206.01, Alamance County, North Carolina",37001,Alamance,Alamance County,115,0.04,-1.1859428617728671
37001020802,"Census Tract 208.02, Alamance County, North Carolina",37001,Alamance,Alamance County,1590,0.26,2.4446632492333307
37001021801,"Census Tract 218.01, Alamance County, North Carolina",37001,Alamance,Alamance County,496,0.11,-0.03075000827089525
37023021100,"Census Tract 211, Burke County, North Carolina",37023,Burke,Burke County,675,0.11,-0.03075000827089525
37063001707,"Census Tract 17.07, Durham County, North Carolina",37063,Durham,Durham County,324,0.05,-1.0209153112725855
37003040600,"Census Tract 406, Alexander County, North Carolina",37003,Alexander,Alexander County,405,0.08,-0.5258326597717404
37145920300,"Census Tract 9203, Person County, North Carolina",37145,Person,Person County,511,0.1,-0.1957775587711769
37147000601,"Census Tract 6.01, Pitt County, North Carolina",37147,Pitt,Pitt County,1041,0.14,0.4643326432299501
37147001301,"Census Tract 13.01, Pitt County, North Carolina",37147,Pitt,Pitt County,169,0.04,-1.1859428617728671
37023020500,"Census Tract 205, Burke County, North Carolina",37023,Burke,Burke County,574,0.2,1.4544979462316403
37019020601,"Census Tract 206.01, Brunswick County, North Carolina",37019,Brunswick,Brunswick County,831,0.18,1.1244428452310766
37021002204,"Census Tract 22.04, Buncombe County, North Carolina",37021,Buncombe,Buncombe County,231,0.03,-1.350970412273149
37025041503,"Census Tract 415.03, Cabarrus County, North Carolina",37025,Cabarrus,Cabarrus County,145,0.04,-1.1859428617728671
37025042401,"Census Tract 424.01, Cabarrus County, North Carolina",37025,Cabarrus,Cabarrus County,206,0.06,-0.8558877607723039
37009970400,"Census Tract 9704, Ashe County, North Carolina",37009,Ashe,Ashe County,503,0.11,-0.03075000827089525
37071031301,"Census Tract 313.01, Gaston County, North Carolina",37071,Gaston,Gaston County,587,0.16,0.7943877442305134
37151031305,"Census Tract 313.05, Randolph County, North Carolina",37151,Randolph,Randolph County,436,0.11,-0.03075000827089525
37153971000,"Census Tract 9710, Richmond County, North Carolina",37153,Richmond,Richmond County,598,0.14,0.4643326432299501
37155960201,"Census Tract 9602.01, Robeson County, North Carolina",37155,Robeson,Robeson County,886,0.17,0.9594152947307952
37155960600,"Census Tract 9606, Robeson County, North Carolina",37155,Robeson,Robeson County,1032,0.15,0.6293601937302316
37011930200,"Census Tract 9302, Avery County, North Carolina",37011,Avery,Avery County,149,0.08,-0.5258326597717404
37035011300,"Census Tract 113, Catawba County, North Carolina",37035,Catawba,Catawba County,994,0.15,0.6293601937302316
37037020401,"Census Tract 204.01, Chatham County, North Carolina",37037,Chatham,Chatham County,1651,0.28,2.7747183502338943
37019020508,"Census Tract 205.08, Brunswick County, North Carolina",37019,Brunswick,Brunswick County,25,0.01,-1.6810255132737124
37015960100,"Census Tract 9601, Bertie County, North Carolina",37015,Bertie,Bertie County,596,0.11,-0.03075000827089525
37159051801,"Census Tract 518.01, Rowan County, North Carolina",37159,Rowan,Rowan County,627,0.13,0.29930509272966827
