Month Year,Area Type (table sort),Area,Claim Type,Attribute Category,Attribute,Value
Jun-20,Workforce Development Board,Southwestern WDB,Initial Claims,Industry,Manufacturing,319
Jun-20,Workforce Development Board,Southwestern WDB,Initial Claims,Industry,Leisure & Hospitality,385
Jun-20,Workforce Development Board,Southwestern WDB,Initial Claims,Industry,Information,17
Jun-20,Workforce Development Board,Southwestern WDB,Initial Claims,Industry,Financial Activities,30
Jun-20,Workforce Development Board,Southwestern WDB,Initial Claims,Industry,Educational  & Health Services,223
Jun-20,Workforce Development Board,Southwestern WDB,Initial Claims,Industry,Construction,66
Jun-20,Workforce Development Board,Triangle South WDB,Initial Claims,Claimants,Total Claimants,3729
Jun-20,Workforce Development Board,Triangle South WDB,Initial Claims,COVID,COVID-19 Claimants,2151
Jun-20,Workforce Development Board,Triangle South WDB,Initial Claims,Gender,Other,7
Jun-20,Workforce Development Board,Triangle South WDB,Initial Claims,Gender,Male,1661
Jun-20,Workforce Development Board,Triangle South WDB,Initial Claims,Gender,Female,2061
Jun-20,Workforce Development Board,Triangle South WDB,Initial Claims,Race,Race Unknown,390
Jun-20,Workforce Development Board,Triangle South WDB,Initial Claims,Race,Other Race,197
Jun-20,Workforce Development Board,Triangle South WDB,Initial Claims,Race,White,1731
Jun-20,Workforce Development Board,Triangle South WDB,Initial Claims,Race,Black,1411
Jun-20,Workforce Development Board,Triangle South WDB,Initial Claims,Hispanic Origin,Hispanic Origin Unknown,243
Jun-20,Workforce Development Board,Triangle South WDB,Initial Claims,Hispanic Origin,Not Hispanic,3073
Jun-20,Workforce Development Board,Triangle South WDB,Initial Claims,Hispanic Origin,Hispanic,413
Jun-20,Workforce Development Board,Triangle South WDB,Initial Claims,Age,65+,167
Jun-20,Workforce Development Board,Triangle South WDB,Initial Claims,Age,60 to 64,170
Jun-20,Workforce Development Board,Triangle South WDB,Initial Claims,Age,55 to 59,264
Jun-20,Workforce Development Board,Triangle South WDB,Initial Claims,Age,45 to 54,613
Jun-20,Workforce Development Board,Triangle South WDB,Initial Claims,Age,35 to 44,753
Jun-20,Workforce Development Board,Triangle South WDB,Initial Claims,Age,25 to 34,1062
Jun-20,Workforce Development Board,Triangle South WDB,Initial Claims,Age,Less than 25,700
Jun-20,Workforce Development Board,Triangle South WDB,Initial Claims,Industry,Unclassified / Unknown,981
Jun-20,Workforce Development Board,Triangle South WDB,Initial Claims,Industry,"Trade, Transportation, & Utilities",484
Jun-20,Workforce Development Board,Triangle South WDB,Initial Claims,Industry,Public Administration,43
Jun-20,Workforce Development Board,Triangle South WDB,Initial Claims,Industry,Professional & Business Services,405
Jun-20,Workforce Development Board,Triangle South WDB,Initial Claims,Industry,Other Services,65
Jun-20,Workforce Development Board,Triangle South WDB,Initial Claims,Industry,Natural Resources & Mining,16
Jun-20,Workforce Development Board,Triangle South WDB,Initial Claims,Industry,Manufacturing,496
Jun-20,Workforce Development Board,Triangle South WDB,Initial Claims,Industry,Leisure & Hospitality,409
Jun-20,Workforce Development Board,Triangle South WDB,Initial Claims,Industry,Information,23
Jun-20,Workforce Development Board,Triangle South WDB,Initial Claims,Industry,Financial Activities,43
Jun-20,Workforce Development Board,Triangle South WDB,Initial Claims,Industry,Educational  & Health Services,596
Jun-20,Workforce Development Board,Triangle South WDB,Initial Claims,Industry,Construction,170
Jun-20,Workforce Development Board,Turning Point WDB,Initial Claims,Claimants,Total Claimants,5304
Jun-20,Workforce Development Board,Turning Point WDB,Initial Claims,COVID,COVID-19 Claimants,2856
Jun-20,Workforce Development Board,Turning Point WDB,Initial Claims,Gender,Other,
Jun-20,Workforce Development Board,Turning Point WDB,Initial Claims,Gender,Male,
Jun-20,Workforce Development Board,Turning Point WDB,Initial Claims,Gender,Female,2829
Jun-20,Workforce Development Board,Turning Point WDB,Initial Claims,Race,Race Unknown,241
Jun-20,Workforce Development Board,Turning Point WDB,Initial Claims,Race,Other Race,210
Jun-20,Workforce Development Board,Turning Point WDB,Initial Claims,Race,White,1155
Jun-20,Workforce Development Board,Turning Point WDB,Initial Claims,Race,Black,3698
Jun-20,Workforce Development Board,Turning Point WDB,Initial Claims,Hispanic Origin,Hispanic Origin Unknown,343
Jun-20,Workforce Development Board,Turning Point WDB,Initial Claims,Hispanic Origin,Not Hispanic,4810
Jun-20,Workforce Development Board,Turning Point WDB,Initial Claims,Hispanic Origin,Hispanic,151
Jun-20,Workforce Development Board,Turning Point WDB,Initial Claims,Age,65+,261
Jun-20,Workforce Development Board,Turning Point WDB,Initial Claims,Age,60 to 64,225
Jun-20,Workforce Development Board,Turning Point WDB,Initial Claims,Age,55 to 59,359
Jun-20,Workforce Development Board,Turning Point WDB,Initial Claims,Age,45 to 54,744
Jun-20,Workforce Development Board,Turning Point WDB,Initial Claims,Age,35 to 44,1043
Jun-20,Workforce Development Board,Turning Point WDB,Initial Claims,Age,25 to 34,1634
Jun-20,Workforce Development Board,Turning Point WDB,Initial Claims,Age,Less than 25,1038
Jun-20,Workforce Development Board,Turning Point WDB,Initial Claims,Industry,Unclassified / Unknown,1426
Jun-20,Workforce Development Board,Turning Point WDB,Initial Claims,Industry,"Trade, Transportation, & Utilities",769
Jun-20,Workforce Development Board,Turning Point WDB,Initial Claims,Industry,Public Administration,78
Jun-20,Workforce Development Board,Turning Point WDB,Initial Claims,Industry,Professional & Business Services,717
Jun-20,Workforce Development Board,Turning Point WDB,Initial Claims,Industry,Other Services,51
Jun-20,Workforce Development Board,Turning Point WDB,Initial Claims,Industry,Natural Resources & Mining,24
Jun-20,Workforce Development Board,Turning Point WDB,Initial Claims,Industry,Manufacturing,667
Jun-20,Workforce Development Board,Turning Point WDB,Initial Claims,Industry,Leisure & Hospitality,597
Jun-20,Workforce Development Board,Turning Point WDB,Initial Claims,Industry,Information,20
Jun-20,Workforce Development Board,Turning Point WDB,Initial Claims,Industry,Financial Activities,41
Jun-20,Workforce Development Board,Turning Point WDB,Initial Claims,Industry,Educational  & Health Services,723
Jun-20,Workforce Development Board,Turning Point WDB,Initial Claims,Industry,Construction,194
Jun-20,Workforce Development Board,Western Piedmont WDB,Initial Claims,Claimants,Total Claimants,5605
Jun-20,Workforce Development Board,Western Piedmont WDB,Initial Claims,COVID,COVID-19 Claimants,3537
Jun-20,Workforce Development Board,Western Piedmont WDB,Initial Claims,Gender,Other,
Jun-20,Workforce Development Board,Western Piedmont WDB,Initial Claims,Gender,Male,2912
Jun-20,Workforce Development Board,Western Piedmont WDB,Initial Claims,Gender,Female,
Jun-20,Workforce Development Board,Western Piedmont WDB,Initial Claims,Race,Race Unknown,398
Jun-20,Workforce Development Board,Western Piedmont WDB,Initial Claims,Race,Other Race,445
Jun-20,Workforce Development Board,Western Piedmont WDB,Initial Claims,Race,White,4070
Jun-20,Workforce Development Board,Western Piedmont WDB,Initial Claims,Race,Black,692
Jun-20,Workforce Development Board,Western Piedmont WDB,Initial Claims,Hispanic Origin,Hispanic Origin Unknown,376
Jun-20,Workforce Development Board,Western Piedmont WDB,Initial Claims,Hispanic Origin,Not Hispanic,4799
Jun-20,Workforce Development Board,Western Piedmont WDB,Initial Claims,Hispanic Origin,Hispanic,430
Jun-20,Workforce Development Board,Western Piedmont WDB,Initial Claims,Age,65+,255
Jun-20,Workforce Development Board,Western Piedmont WDB,Initial Claims,Age,60 to 64,337
Jun-20,Workforce Development Board,Western Piedmont WDB,Initial Claims,Age,55 to 59,451
Jun-20,Workforce Development Board,Western Piedmont WDB,Initial Claims,Age,45 to 54,1093
Jun-20,Workforce Development Board,Western Piedmont WDB,Initial Claims,Age,35 to 44,1168
Jun-20,Workforce Development Board,Western Piedmont WDB,Initial Claims,Age,25 to 34,1506
Jun-20,Workforce Development Board,Western Piedmont WDB,Initial Claims,Age,Less than 25,795
Jun-20,Workforce Development Board,Western Piedmont WDB,Initial Claims,Industry,Unclassified / Unknown,1349
Jun-20,Workforce Development Board,Western Piedmont WDB,Initial Claims,Industry,"Trade, Transportation, & Utilities",550
Jun-20,Workforce Development Board,Western Piedmont WDB,Initial Claims,Industry,Public Administration,50
Jun-20,Workforce Development Board,Western Piedmont WDB,Initial Claims,Industry,Professional & Business Services,680
Jun-20,Workforce Development Board,Western Piedmont WDB,Initial Claims,Industry,Other Services,83
Jun-20,Workforce Development Board,Western Piedmont WDB,Initial Claims,Industry,Natural Resources & Mining,12
Jun-20,Workforce Development Board,Western Piedmont WDB,Initial Claims,Industry,Manufacturing,1720
Jun-20,Workforce Development Board,Western Piedmont WDB,Initial Claims,Industry,Leisure & Hospitality,529
Jun-20,Workforce Development Board,Western Piedmont WDB,Initial Claims,Industry,Information,19
Jun-20,Workforce Development Board,Western Piedmont WDB,Initial Claims,Industry,Financial Activities,39
Jun-20,Workforce Development Board,Western Piedmont WDB,Initial Claims,Industry,Educational  & Health Services,442
Jun-20,Workforce Development Board,Western Piedmont WDB,Initial Claims,Industry,Construction,133
Jun-20,Workforce Development Board,Unknown,Initial Claims,Claimants,Total Claimants,301
Jun-20,Workforce Development Board,Unknown,Initial Claims,COVID,COVID-19 Claimants,140
Jun-20,Workforce Development Board,Unknown,Initial Claims,Gender,Other,0
Jun-20,Workforce Development Board,Unknown,Initial Claims,Gender,Male,148
Jun-20,Workforce Development Board,Unknown,Initial Claims,Gender,Female,153
Jun-20,Workforce Development Board,Unknown,Initial Claims,Race,Race Unknown,21
Jun-20,Workforce Development Board,Unknown,Initial Claims,Race,Other Race,28
Jun-20,Workforce Development Board,Unknown,Initial Claims,Race,White,126
Jun-20,Workforce Development Board,Unknown,Initial Claims,Race,Black,126
Jun-20,Workforce Development Board,Unknown,Initial Claims,Hispanic Origin,Hispanic Origin Unknown,27
Jun-20,Workforce Development Board,Unknown,Initial Claims,Hispanic Origin,Not Hispanic,257
Jun-20,Workforce Development Board,Unknown,Initial Claims,Hispanic Origin,Hispanic,17
Jun-20,Workforce Development Board,Unknown,Initial Claims,Age,65+,17
Jun-20,Workforce Development Board,Unknown,Initial Claims,Age,60 to 64,13
Jun-20,Workforce Development Board,Unknown,Initial Claims,Age,55 to 59,25
Jun-20,Workforce Development Board,Unknown,Initial Claims,Age,45 to 54,36
Jun-20,Workforce Development Board,Unknown,Initial Claims,Age,35 to 44,55
Jun-20,Workforce Development Board,Unknown,Initial Claims,Age,25 to 34,87
Jun-20,Workforce Development Board,Unknown,Initial Claims,Age,Less than 25,68
Jun-20,Workforce Development Board,Unknown,Initial Claims,Industry,Unclassified / Unknown,88
Jun-20,Workforce Development Board,Unknown,Initial Claims,Industry,"Trade, Transportation, & Utilities",36
Jun-20,Workforce Development Board,Unknown,Initial Claims,Industry,Public Administration,
Jun-20,Workforce Development Board,Unknown,Initial Claims,Industry,Professional & Business Services,46
Jun-20,Workforce Development Board,Unknown,Initial Claims,Industry,Other Services,9
Jun-20,Workforce Development Board,Unknown,Initial Claims,Industry,Natural Resources & Mining,
Jun-20,Workforce Development Board,Unknown,Initial Claims,Industry,Manufacturing,37
Jun-20,Workforce Development Board,Unknown,Initial Claims,Industry,Leisure & Hospitality,28
Jun-20,Workforce Development Board,Unknown,Initial Claims,Industry,Information,
Jun-20,Workforce Development Board,Unknown,Initial Claims,Industry,Financial Activities,6
Jun-20,Workforce Development Board,Unknown,Initial Claims,Industry,Educational  & Health Services,34
Jun-20,Workforce Development Board,Unknown,Initial Claims,Industry,Construction,10
May-20,State,North Carolina,Initial Claims,Claimants,Total Claimants,239112
May-20,State,North Carolina,Initial Claims,COVID,COVID-19 Claimants,161961
May-20,State,North Carolina,Initial Claims,Gender,Other,478
May-20,State,North Carolina,Initial Claims,Gender,Male,111666
May-20,State,North Carolina,Initial Claims,Gender,Female,126968
May-20,State,North Carolina,Initial Claims,Race,Race Unknown,18800
May-20,State,North Carolina,Initial Claims,Race,Other Race,20748
May-20,State,North Carolina,Initial Claims,Race,White,118971
May-20,State,North Carolina,Initial Claims,Race,Black,80593
May-20,State,North Carolina,Initial Claims,Hispanic Origin,Hispanic Origin Unknown,17596
May-20,State,North Carolina,Initial Claims,Hispanic Origin,Not Hispanic,203696
May-20,State,North Carolina,Initial Claims,Hispanic Origin,Hispanic,17820
May-20,State,North Carolina,Initial Claims,Age,65+,13576
May-20,State,North Carolina,Initial Claims,Age,60 to 64,14367
May-20,State,North Carolina,Initial Claims,Age,55 to 59,19161
May-20,State,North Carolina,Initial Claims,Age,45 to 54,42692
May-20,State,North Carolina,Initial Claims,Age,35 to 44,46433
May-20,State,North Carolina,Initial Claims,Age,25 to 34,61440
May-20,State,North Carolina,Initial Claims,Age,Less than 25,41443
May-20,State,North Carolina,Initial Claims,Industry,Unclassified / Unknown,66855
May-20,State,North Carolina,Initial Claims,Industry,"Trade, Transportation, & Utilities",33123
May-20,State,North Carolina,Initial Claims,Industry,Public Administration,1840
May-20,State,North Carolina,Initial Claims,Industry,Professional & Business Services,25525
May-20,State,North Carolina,Initial Claims,Industry,Other Services,5475
May-20,State,North Carolina,Initial Claims,Industry,Natural Resources & Mining,478
May-20,State,North Carolina,Initial Claims,Industry,Manufacturing,29883
May-20,State,North Carolina,Initial Claims,Industry,Leisure & Hospitality,32668
May-20,State,North Carolina,Initial Claims,Industry,Information,1908
May-20,State,North Carolina,Initial Claims,Industry,Financial Activities,3898
May-20,State,North Carolina,Initial Claims,Industry,Educational  & Health Services,31106
May-20,State,North Carolina,Initial Claims,Industry,Construction,6439
May-20,State,Out-of-State,Initial Claims,Claimants,Total Claimants,7415
May-20,State,Out-of-State,Initial Claims,COVID,COVID-19 Claimants,4752
May-20,State,Out-of-State,Initial Claims,Gender,Other,14
May-20,State,Out-of-State,Initial Claims,Gender,Male,3840
May-20,State,Out-of-State,Initial Claims,Gender,Female,3561
May-20,State,Out-of-State,Initial Claims,Race,Race Unknown,536
May-20,State,Out-of-State,Initial Claims,Race,Other Race,587
May-20,State,Out-of-State,Initial Claims,Race,White,4331
May-20,State,Out-of-State,Initial Claims,Race,Black,1961
May-20,State,Out-of-State,Initial Claims,Hispanic Origin,Hispanic Origin Unknown,592
May-20,State,Out-of-State,Initial Claims,Hispanic Origin,Not Hispanic,6281
May-20,State,Out-of-State,Initial Claims,Hispanic Origin,Hispanic,542
May-20,State,Out-of-State,Initial Claims,Age,65+,376
May-20,State,Out-of-State,Initial Claims,Age,60 to 64,523
May-20,State,Out-of-State,Initial Claims,Age,55 to 59,655
May-20,State,Out-of-State,Initial Claims,Age,45 to 54,1448
May-20,State,Out-of-State,Initial Claims,Age,35 to 44,1470
May-20,State,Out-of-State,Initial Claims,Age,25 to 34,1834
May-20,State,Out-of-State,Initial Claims,Age,Less than 25,1109
May-20,State,Out-of-State,Initial Claims,Industry,Unclassified / Unknown,2489
May-20,State,Out-of-State,Initial Claims,Industry,"Trade, Transportation, & Utilities",1141
May-20,State,Out-of-State,Initial Claims,Industry,Public Administration,22
May-20,State,Out-of-State,Initial Claims,Industry,Professional & Business Services,817
May-20,State,Out-of-State,Initial Claims,Industry,Other Services,140
May-20,State,Out-of-State,Initial Claims,Industry,Natural Resources & Mining,21
May-20,State,Out-of-State,Initial Claims,Industry,Manufacturing,889
May-20,State,Out-of-State,Initial Claims,Industry,Leisure & Hospitality,771
May-20,State,Out-of-State,Initial Claims,Industry,Information,45
May-20,State,Out-of-State,Initial Claims,Industry,Financial Activities,105
May-20,State,Out-of-State,Initial Claims,Industry,Educational  & Health Services,604
May-20,State,Out-of-State,Initial Claims,Industry,Construction,378
May-20,County,Alamance,Initial Claims,Claimants,Total Claimants,4315
May-20,County,Alamance,Initial Claims,COVID,COVID-19 Claimants,2934
May-20,County,Alamance,Initial Claims,Gender,Other,9
May-20,County,Alamance,Initial Claims,Gender,Male,1944
May-20,County,Alamance,Initial Claims,Gender,Female,2362
May-20,County,Alamance,Initial Claims,Race,Race Unknown,482
May-20,County,Alamance,Initial Claims,Race,Other Race,277
May-20,County,Alamance,Initial Claims,Race,White,1979
May-20,County,Alamance,Initial Claims,Race,Black,1577
May-20,County,Alamance,Initial Claims,Hispanic Origin,Hispanic Origin Unknown,267
May-20,County,Alamance,Initial Claims,Hispanic Origin,Not Hispanic,3530
May-20,County,Alamance,Initial Claims,Hispanic Origin,Hispanic,518
May-20,County,Alamance,Initial Claims,Age,65+,215
May-20,County,Alamance,Initial Claims,Age,60 to 64,237
May-20,County,Alamance,Initial Claims,Age,55 to 59,335
May-20,County,Alamance,Initial Claims,Age,45 to 54,810
May-20,County,Alamance,Initial Claims,Age,35 to 44,799
May-20,County,Alamance,Initial Claims,Age,25 to 34,1127
May-20,County,Alamance,Initial Claims,Age,Less than 25,792
May-20,County,Alamance,Initial Claims,Industry,Unclassified / Unknown,954
May-20,County,Alamance,Initial Claims,Industry,"Trade, Transportation, & Utilities",609
May-20,County,Alamance,Initial Claims,Industry,Public Administration,36
May-20,County,Alamance,Initial Claims,Industry,Professional & Business Services,487
May-20,County,Alamance,Initial Claims,Industry,Other Services,84
May-20,County,Alamance,Initial Claims,Industry,Natural Resources & Mining,10
May-20,County,Alamance,Initial Claims,Industry,Manufacturing,681
May-20,County,Alamance,Initial Claims,Industry,Leisure & Hospitality,578
May-20,County,Alamance,Initial Claims,Industry,Information,23
May-20,County,Alamance,Initial Claims,Industry,Financial Activities,51
May-20,County,Alamance,Initial Claims,Industry,Educational  & Health Services,683
May-20,County,Alamance,Initial Claims,Industry,Construction,120
May-20,County,Alexander,Initial Claims,Claimants,Total Claimants,840
May-20,County,Alexander,Initial Claims,COVID,COVID-19 Claimants,629
May-20,County,Alexander,Initial Claims,Gender,Other,0
May-20,County,Alexander,Initial Claims,Gender,Male,
May-20,County,Alexander,Initial Claims,Gender,Female,
May-20,County,Alexander,Initial Claims,Race,Race Unknown,41
May-20,County,Alexander,Initial Claims,Race,Other Race,41
May-20,County,Alexander,Initial Claims,Race,White,690
May-20,County,Alexander,Initial Claims,Race,Black,68
May-20,County,Alexander,Initial Claims,Hispanic Origin,Hispanic Origin Unknown,66
May-20,County,Alexander,Initial Claims,Hispanic Origin,Not Hispanic,738
May-20,County,Alexander,Initial Claims,Hispanic Origin,Hispanic,36
May-20,County,Alexander,Initial Claims,Age,65+,66
May-20,County,Alexander,Initial Claims,Age,60 to 64,69
May-20,County,Alexander,Initial Claims,Age,55 to 59,85
May-20,County,Alexander,Initial Claims,Age,45 to 54,190
May-20,County,Alexander,Initial Claims,Age,35 to 44,149
May-20,County,Alexander,Initial Claims,Age,25 to 34,177
May-20,County,Alexander,Initial Claims,Age,Less than 25,104
May-20,County,Alexander,Initial Claims,Industry,Unclassified / Unknown,165
May-20,County,Alexander,Initial Claims,Industry,"Trade, Transportation, & Utilities",79
May-20,County,Alexander,Initial Claims,Industry,Public Administration,
May-20,County,Alexander,Initial Claims,Industry,Professional & Business Services,77
May-20,County,Alexander,Initial Claims,Industry,Other Services,8
May-20,County,Alexander,Initial Claims,Industry,Natural Resources & Mining,
May-20,County,Alexander,Initial Claims,Industry,Manufacturing,323
May-20,County,Alexander,Initial Claims,Industry,Leisure & Hospitality,65
May-20,County,Alexander,Initial Claims,Industry,Information,
May-20,County,Alexander,Initial Claims,Industry,Financial Activities,
May-20,County,Alexander,Initial Claims,Industry,Educational  & Health Services,92
May-20,County,Alexander,Initial Claims,Industry,Construction,23
May-20,County,Alleghany,Initial Claims,Claimants,Total Claimants,184
May-20,County,Alleghany,Initial Claims,COVID,COVID-19 Claimants,123
May-20,County,Alleghany,Initial Claims,Gender,Other,0
May-20,County,Alleghany,Initial Claims,Gender,Male,76
May-20,County,Alleghany,Initial Claims,Gender,Female,108
May-20,County,Alleghany,Initial Claims,Race,Race Unknown,8
May-20,County,Alleghany,Initial Claims,Race,Other Race,
May-20,County,Alleghany,Initial Claims,Race,White,166
May-20,County,Alleghany,Initial Claims,Race,Black,
May-20,County,Alleghany,Initial Claims,Hispanic Origin,Hispanic Origin Unknown,5
May-20,County,Alleghany,Initial Claims,Hispanic Origin,Not Hispanic,169
May-20,County,Alleghany,Initial Claims,Hispanic Origin,Hispanic,10
May-20,County,Alleghany,Initial Claims,Age,65+,12
May-20,County,Alleghany,Initial Claims,Age,60 to 64,8
May-20,County,Alleghany,Initial Claims,Age,55 to 59,14
May-20,County,Alleghany,Initial Claims,Age,45 to 54,53
May-20,County,Alleghany,Initial Claims,Age,35 to 44,33
May-20,County,Alleghany,Initial Claims,Age,25 to 34,33
May-20,County,Alleghany,Initial Claims,Age,Less than 25,31
May-20,County,Alleghany,Initial Claims,Industry,Unclassified / Unknown,54
May-20,County,Alleghany,Initial Claims,Industry,"Trade, Transportation, & Utilities",15
May-20,County,Alleghany,Initial Claims,Industry,Public Administration,5
May-20,County,Alleghany,Initial Claims,Industry,Professional & Business Services,
May-20,County,Alleghany,Initial Claims,Industry,Other Services,0
May-20,County,Alleghany,Initial Claims,Industry,Natural Resources & Mining,0
May-20,County,Alleghany,Initial Claims,Industry,Manufacturing,58
May-20,County,Alleghany,Initial Claims,Industry,Leisure & Hospitality,18
May-20,County,Alleghany,Initial Claims,Industry,Information,
May-20,County,Alleghany,Initial Claims,Industry,Financial Activities,0
May-20,County,Alleghany,Initial Claims,Industry,Educational  & Health Services,24
May-20,County,Alleghany,Initial Claims,Industry,Construction,5
May-20,County,Anson,Initial Claims,Claimants,Total Claimants,526
May-20,County,Anson,Initial Claims,COVID,COVID-19 Claimants,302
May-20,County,Anson,Initial Claims,Gender,Other,
May-20,County,Anson,Initial Claims,Gender,Male,
May-20,County,Anson,Initial Claims,Gender,Female,285
May-20,County,Anson,Initial Claims,Race,Race Unknown,13
May-20,County,Anson,Initial Claims,Race,Other Race,45
May-20,County,Anson,Initial Claims,Race,White,186
May-20,County,Anson,Initial Claims,Race,Black,282
May-20,County,Anson,Initial Claims,Hispanic Origin,Hispanic Origin Unknown,55
May-20,County,Anson,Initial Claims,Hispanic Origin,Not Hispanic,462
May-20,County,Anson,Initial Claims,Hispanic Origin,Hispanic,9
May-20,County,Anson,Initial Claims,Age,65+,35
May-20,County,Anson,Initial Claims,Age,60 to 64,37
May-20,County,Anson,Initial Claims,Age,55 to 59,36
May-20,County,Anson,Initial Claims,Age,45 to 54,97
May-20,County,Anson,Initial Claims,Age,35 to 44,105
May-20,County,Anson,Initial Claims,Age,25 to 34,149
May-20,County,Anson,Initial Claims,Age,Less than 25,67
May-20,County,Anson,Initial Claims,Industry,Unclassified / Unknown,118
May-20,County,Anson,Initial Claims,Industry,"Trade, Transportation, & Utilities",67
May-20,County,Anson,Initial Claims,Industry,Public Administration,
May-20,County,Anson,Initial Claims,Industry,Professional & Business Services,57
May-20,County,Anson,Initial Claims,Industry,Other Services,5
May-20,County,Anson,Initial Claims,Industry,Natural Resources & Mining,
May-20,County,Anson,Initial Claims,Industry,Manufacturing,170
May-20,County,Anson,Initial Claims,Industry,Leisure & Hospitality,38
May-20,County,Anson,Initial Claims,Industry,Information,
May-20,County,Anson,Initial Claims,Industry,Financial Activities,5
May-20,County,Anson,Initial Claims,Industry,Educational  & Health Services,50
May-20,County,Anson,Initial Claims,Industry,Construction,12
May-20,County,Ashe,Initial Claims,Claimants,Total Claimants,381
May-20,County,Ashe,Initial Claims,COVID,COVID-19 Claimants,256
May-20,County,Ashe,Initial Claims,Gender,Other,
May-20,County,Ashe,Initial Claims,Gender,Male,
May-20,County,Ashe,Initial Claims,Gender,Female,228
May-20,County,Ashe,Initial Claims,Race,Race Unknown,15
May-20,County,Ashe,Initial Claims,Race,Other Race,
May-20,County,Ashe,Initial Claims,Race,White,352
May-20,County,Ashe,Initial Claims,Race,Black,
May-20,County,Ashe,Initial Claims,Hispanic Origin,Hispanic Origin Unknown,23
May-20,County,Ashe,Initial Claims,Hispanic Origin,Not Hispanic,349
May-20,County,Ashe,Initial Claims,Hispanic Origin,Hispanic,9
May-20,County,Ashe,Initial Claims,Age,65+,40
May-20,County,Ashe,Initial Claims,Age,60 to 64,31
May-20,County,Ashe,Initial Claims,Age,55 to 59,36
May-20,County,Ashe,Initial Claims,Age,45 to 54,66
May-20,County,Ashe,Initial Claims,Age,35 to 44,78
May-20,County,Ashe,Initial Claims,Age,25 to 34,79
May-20,County,Ashe,Initial Claims,Age,Less than 25,51
May-20,County,Ashe,Initial Claims,Industry,Unclassified / Unknown,117
May-20,County,Ashe,Initial Claims,Industry,"Trade, Transportation, & Utilities",43
May-20,County,Ashe,Initial Claims,Industry,Public Administration,
May-20,County,Ashe,Initial Claims,Industry,Professional & Business Services,
May-20,County,Ashe,Initial Claims,Industry,Other Services,9
May-20,County,Ashe,Initial Claims,Industry,Natural Resources & Mining,
May-20,County,Ashe,Initial Claims,Industry,Manufacturing,32
May-20,County,Ashe,Initial Claims,Industry,Leisure & Hospitality,48
May-20,County,Ashe,Initial Claims,Industry,Information,
May-20,County,Ashe,Initial Claims,Industry,Financial Activities,6
May-20,County,Ashe,Initial Claims,Industry,Educational  & Health Services,90
May-20,County,Ashe,Initial Claims,Industry,Construction,19
May-20,County,Avery,Initial Claims,Claimants,Total Claimants,368
May-20,County,Avery,Initial Claims,COVID,COVID-19 Claimants,247
May-20,County,Avery,Initial Claims,Gender,Other,
May-20,County,Avery,Initial Claims,Gender,Male,
May-20,County,Avery,Initial Claims,Gender,Female,190
May-20,County,Avery,Initial Claims,Race,Race Unknown,11
May-20,County,Avery,Initial Claims,Race,Other Race,18
May-20,County,Avery,Initial Claims,Race,White,332
May-20,County,Avery,Initial Claims,Race,Black,7
May-20,County,Avery,Initial Claims,Hispanic Origin,Hispanic Origin Unknown,29
May-20,County,Avery,Initial Claims,Hispanic Origin,Not Hispanic,329
May-20,County,Avery,Initial Claims,Hispanic Origin,Hispanic,10
May-20,County,Avery,Initial Claims,Age,65+,36
May-20,County,Avery,Initial Claims,Age,60 to 64,27
May-20,County,Avery,Initial Claims,Age,55 to 59,30
May-20,County,Avery,Initial Claims,Age,45 to 54,59
May-20,County,Avery,Initial Claims,Age,35 to 44,75
May-20,County,Avery,Initial Claims,Age,25 to 34,82
May-20,County,Avery,Initial Claims,Age,Less than 25,59
May-20,County,Avery,Initial Claims,Industry,Unclassified / Unknown,140
May-20,County,Avery,Initial Claims,Industry,"Trade, Transportation, & Utilities",30
May-20,County,Avery,Initial Claims,Industry,Public Administration,
May-20,County,Avery,Initial Claims,Industry,Professional & Business Services,20
May-20,County,Avery,Initial Claims,Industry,Other Services,
May-20,County,Avery,Initial Claims,Industry,Natural Resources & Mining,
May-20,County,Avery,Initial Claims,Industry,Manufacturing,10
May-20,County,Avery,Initial Claims,Industry,Leisure & Hospitality,70
May-20,County,Avery,Initial Claims,Industry,Information,
May-20,County,Avery,Initial Claims,Industry,Financial Activities,19
May-20,County,Avery,Initial Claims,Industry,Educational  & Health Services,54
May-20,County,Avery,Initial Claims,Industry,Construction,15
May-20,County,Beaufort,Initial Claims,Claimants,Total Claimants,782
May-20,County,Beaufort,Initial Claims,COVID,COVID-19 Claimants,502
May-20,County,Beaufort,Initial Claims,Gender,Other,0
May-20,County,Beaufort,Initial Claims,Gender,Male,381
May-20,County,Beaufort,Initial Claims,Gender,Female,401
May-20,County,Beaufort,Initial Claims,Race,Race Unknown,39
May-20,County,Beaufort,Initial Claims,Race,Other Race,25
May-20,County,Beaufort,Initial Claims,Race,White,401
May-20,County,Beaufort,Initial Claims,Race,Black,317
May-20,County,Beaufort,Initial Claims,Hispanic Origin,Hispanic Origin Unknown,58
May-20,County,Beaufort,Initial Claims,Hispanic Origin,Not Hispanic,688
May-20,County,Beaufort,Initial Claims,Hispanic Origin,Hispanic,36
May-20,County,Beaufort,Initial Claims,Age,65+,66
May-20,County,Beaufort,Initial Claims,Age,60 to 64,55
May-20,County,Beaufort,Initial Claims,Age,55 to 59,60
May-20,County,Beaufort,Initial Claims,Age,45 to 54,130
May-20,County,Beaufort,Initial Claims,Age,35 to 44,153
